t,ground_truth_configuration,ground_truth_configuration_feasibility,baseline_configuration,baseline_configuration_feasibility,ares_configuration,ares_configuration_feasibility,ares_reconfiguration
455,Cloud Service,True,Cloud Service,True,Manual Input,False,False
456,Cloud Service,True,Cloud Service,True,Manual Input,False,False
457,Cloud Service,True,Manual Input,False,Manual Input,False,False
458,Cloud Service,True,Cloud Service,True,Manual Input,False,False
459,Cloud Service,True,Manual Input,False,Manual Input,False,False
460,Cloud Service,True,Manual Input,False,Manual Input,False,False
461,Cloud Service,True,Cloud Service,True,Manual Input,False,False
462,Cloud Service,True,Cloud Service,True,Manual Input,False,False
463,Cloud Service,True,Manual Input,False,Manual Input,False,False
464,Cloud Service,True,Manual Input,False,Manual Input,False,False
465,Cloud Service,True,Manual Input,False,Manual Input,False,False
466,Cloud Service,True,Manual Input,False,Manual Input,False,False
467,Cloud Service,True,Manual Input,False,Manual Input,False,False
468,Cloud Service,True,Manual Input,False,Manual Input,False,False
469,Cloud Service,True,Cloud Service,True,Manual Input,False,False
470,Cloud Service,True,Cloud Service,True,Manual Input,False,False
471,Cloud Service,True,Cloud Service,True,Manual Input,False,False
472,Cloud Service,True,Cloud Service,True,Manual Input,False,False
473,Cloud Service,True,Cloud Service,False,Manual Input,False,False
474,Cloud Service,True,Manual Input,False,Manual Input,False,False
475,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
476,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
477,Cloud Service,True,Manual Input,False,Cloud Service,True,False
478,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
479,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
480,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
481,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
482,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
483,Cloud Service,True,Manual Input,False,Cloud Service,True,False
484,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
485,Cloud Service,True,Manual Input,False,Cloud Service,True,False
486,Cloud Service,True,Manual Input,False,Cloud Service,True,False
487,Cloud Service,True,Manual Input,False,Cloud Service,True,False
488,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
489,Cloud Service,True,Manual Input,False,Cloud Service,True,False
490,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
491,Cloud Service,True,Manual Input,False,Cloud Service,True,False
492,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
493,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
494,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
495,Cloud Service,True,Manual Input,False,Cloud Service,True,False
496,Cloud Service,True,Manual Input,False,Cloud Service,True,False
497,Cloud Service,True,Manual Input,False,Cloud Service,True,False
498,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
499,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
500,Cloud Service,True,Manual Input,False,Manual Input,False,True
501,Cloud Service,True,Cloud Service,True,Manual Input,False,False
502,Cloud Service,True,Cloud Service,True,Manual Input,False,False
503,Cloud Service,True,Cloud Service,True,Manual Input,False,False
504,Cloud Service,True,Cloud Service,True,Manual Input,False,False
505,Cloud Service,True,Manual Input,False,Manual Input,False,False
506,Cloud Service,True,Cloud Service,True,Manual Input,False,False
507,Cloud Service,True,Cloud Service,True,Manual Input,False,False
508,Cloud Service,True,Cloud Service,True,Manual Input,False,False
509,Cloud Service,True,Manual Input,False,Manual Input,False,False
510,Cloud Service,True,Cloud Service,True,Manual Input,False,False
511,Cloud Service,True,Manual Input,False,Manual Input,False,False
512,Cloud Service,True,Cloud Service,False,Manual Input,False,False
513,Cloud Service,True,Cloud Service,True,Manual Input,False,False
514,Cloud Service,True,Manual Input,False,Manual Input,False,False
515,Cloud Service,True,Cloud Service,True,Manual Input,False,False
516,Cloud Service,True,Manual Input,False,Manual Input,False,False
517,Cloud Service,True,Manual Input,False,Manual Input,False,False
518,Cloud Service,True,Cloud Service,True,Manual Input,False,False
519,Cloud Service,True,Cloud Service,True,Manual Input,False,False
520,Cloud Service,True,Manual Input,False,Manual Input,False,False
521,Cloud Service,True,Manual Input,False,Manual Input,False,False
522,Cloud Service,True,Cloud Service,True,Manual Input,False,False
523,Cloud Service,True,Manual Input,False,Manual Input,False,False
524,Cloud Service,True,Manual Input,False,Manual Input,False,False
525,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
526,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
527,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
528,Cloud Service,True,Manual Input,False,Cloud Service,True,False
529,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
530,Cloud Service,True,Manual Input,False,Cloud Service,True,False
531,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
532,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
533,Cloud Service,True,Manual Input,False,Cloud Service,True,False
534,Cloud Service,True,Manual Input,False,Cloud Service,True,False
535,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
536,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
537,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
538,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
539,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
540,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
541,Cloud Service,True,Manual Input,False,Cloud Service,True,False
542,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
543,Cloud Service,True,Manual Input,False,Cloud Service,True,False
544,Cloud Service,True,Manual Input,False,Cloud Service,True,False
545,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
546,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
547,Cloud Service,True,Manual Input,False,Cloud Service,True,False
548,Cloud Service,True,Manual Input,False,Cloud Service,True,False
549,Cloud Service,True,Manual Input,False,Cloud Service,True,False
550,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
551,Cloud Service,True,Manual Input,False,Cloud Service,True,False
552,Cloud Service,True,Manual Input,False,Cloud Service,True,False
553,Cloud Service,True,Manual Input,False,Cloud Service,True,False
554,Cloud Service,True,Manual Input,False,Cloud Service,True,False
555,Cloud Service,True,Manual Input,False,Cloud Service,True,False
556,Cloud Service,True,Manual Input,False,Cloud Service,True,False
557,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
558,Cloud Service,True,Manual Input,False,Cloud Service,True,False
559,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
560,Cloud Service,True,Manual Input,False,Cloud Service,True,False
561,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
562,Cloud Service,True,Manual Input,False,Cloud Service,True,False
563,Cloud Service,True,Manual Input,False,Cloud Service,True,False
564,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
565,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
566,Cloud Service,True,Manual Input,False,Cloud Service,True,False
567,Cloud Service,True,Manual Input,False,Cloud Service,True,False
568,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
569,Cloud Service,True,Manual Input,False,Cloud Service,True,False
570,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
571,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
572,Cloud Service,True,Manual Input,False,Cloud Service,True,False
573,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
574,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
575,Cloud Service,True,Manual Input,False,Manual Input,False,True
576,Cloud Service,True,Manual Input,False,Manual Input,False,False
577,Cloud Service,True,Cloud Service,True,Manual Input,False,False
578,Cloud Service,True,Cloud Service,True,Manual Input,False,False
579,Cloud Service,True,Manual Input,False,Manual Input,False,False
580,Cloud Service,True,Cloud Service,True,Manual Input,False,False
581,Cloud Service,True,Cloud Service,True,Manual Input,False,False
582,Cloud Service,True,Manual Input,False,Manual Input,False,False
583,Cloud Service,True,Cloud Service,True,Manual Input,False,False
584,Cloud Service,True,Manual Input,False,Manual Input,False,False
585,Cloud Service,True,Manual Input,False,Manual Input,False,False
586,Cloud Service,True,Manual Input,False,Manual Input,False,False
587,Cloud Service,True,Manual Input,False,Manual Input,False,False
588,Cloud Service,True,Manual Input,False,Manual Input,False,False
589,Cloud Service,True,Cloud Service,True,Manual Input,False,False
590,Cloud Service,True,Cloud Service,True,Manual Input,False,False
591,Cloud Service,True,Manual Input,False,Manual Input,False,False
592,Cloud Service,True,Manual Input,False,Manual Input,False,False
593,Cloud Service,True,Cloud Service,True,Manual Input,False,False
594,Cloud Service,True,Manual Input,False,Manual Input,False,False
595,Cloud Service,True,Cloud Service,True,Manual Input,False,False
596,Cloud Service,True,Manual Input,False,Manual Input,False,False
597,Cloud Service,True,Manual Input,False,Manual Input,False,False
598,Cloud Service,True,Manual Input,False,Manual Input,False,False
599,Cloud Service,True,Manual Input,False,Manual Input,False,False
600,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
601,Cloud Service,True,Manual Input,False,Cloud Service,True,False
602,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
603,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
604,Cloud Service,True,Manual Input,False,Cloud Service,True,False
605,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
606,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
607,Cloud Service,True,Manual Input,False,Cloud Service,True,False
608,Cloud Service,True,Manual Input,False,Cloud Service,True,False
609,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
610,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
611,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
612,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
613,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
614,Cloud Service,True,Manual Input,False,Cloud Service,True,False
615,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
616,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
617,Cloud Service,True,Manual Input,False,Cloud Service,True,False
618,Cloud Service,True,Manual Input,False,Cloud Service,True,False
619,Cloud Service,True,Manual Input,False,Cloud Service,True,False
620,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
621,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
622,Cloud Service,True,Manual Input,False,Cloud Service,True,False
623,Cloud Service,True,Manual Input,False,Cloud Service,True,False
624,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
625,Cloud Service,True,Manual Input,False,Manual Input,False,True
626,Cloud Service,True,Manual Input,False,Manual Input,False,False
627,Cloud Service,True,Manual Input,False,Manual Input,False,False
628,Cloud Service,True,Cloud Service,True,Manual Input,False,False
629,Cloud Service,True,Manual Input,False,Manual Input,False,False
630,Cloud Service,True,Cloud Service,True,Manual Input,False,False
631,Cloud Service,True,Manual Input,False,Manual Input,False,False
632,Cloud Service,True,Cloud Service,False,Manual Input,False,False
633,Cloud Service,True,Cloud Service,False,Manual Input,False,False
634,Cloud Service,True,Cloud Service,True,Manual Input,False,False
635,Cloud Service,True,Cloud Service,True,Manual Input,False,False
636,Cloud Service,True,Cloud Service,True,Manual Input,False,False
637,Cloud Service,True,Cloud Service,True,Manual Input,False,False
638,Cloud Service,True,Cloud Service,True,Manual Input,False,False
639,Cloud Service,True,Manual Input,False,Manual Input,False,False
640,Cloud Service,True,Cloud Service,True,Manual Input,False,False
641,Cloud Service,True,Cloud Service,True,Manual Input,False,False
642,Cloud Service,True,Manual Input,False,Manual Input,False,False
643,Cloud Service,True,Manual Input,False,Manual Input,False,False
644,Cloud Service,True,Cloud Service,True,Manual Input,False,False
645,Cloud Service,True,Cloud Service,True,Manual Input,False,False
646,Cloud Service,True,Cloud Service,True,Manual Input,False,False
647,Cloud Service,True,Manual Input,False,Manual Input,False,False
648,Cloud Service,True,Manual Input,False,Manual Input,False,False
649,Cloud Service,True,Manual Input,False,Manual Input,False,False
650,Cloud Service,True,Manual Input,False,Manual Input,False,True
651,Cloud Service,True,Manual Input,False,Manual Input,False,False
652,Cloud Service,True,Manual Input,False,Manual Input,False,False
653,Cloud Service,True,Manual Input,False,Manual Input,False,False
654,Cloud Service,True,Manual Input,False,Manual Input,False,False
655,Cloud Service,True,Cloud Service,True,Manual Input,False,False
656,Cloud Service,True,Cloud Service,True,Manual Input,False,False
657,Cloud Service,True,Manual Input,False,Manual Input,False,False
658,Cloud Service,True,Manual Input,False,Manual Input,False,False
659,Cloud Service,True,Cloud Service,True,Manual Input,False,False
660,Cloud Service,True,Cloud Service,True,Manual Input,False,False
661,Cloud Service,True,Cloud Service,True,Manual Input,False,False
662,Cloud Service,True,Cloud Service,True,Manual Input,False,False
663,Cloud Service,True,Cloud Service,True,Manual Input,False,False
664,Cloud Service,True,Cloud Service,True,Manual Input,False,False
665,Cloud Service,True,Manual Input,False,Manual Input,False,False
666,Cloud Service,True,Manual Input,False,Manual Input,False,False
667,Cloud Service,True,Cloud Service,True,Manual Input,False,False
668,Cloud Service,True,Cloud Service,True,Manual Input,False,False
669,Cloud Service,True,Cloud Service,True,Manual Input,False,False
670,Cloud Service,True,Cloud Service,True,Manual Input,False,False
671,Cloud Service,True,Manual Input,False,Manual Input,False,False
672,Cloud Service,True,Cloud Service,True,Manual Input,False,False
673,Cloud Service,True,Cloud Service,True,Manual Input,False,False
674,Cloud Service,True,Manual Input,False,Manual Input,False,False
675,Cloud Service,True,Manual Input,False,Manual Input,False,True
676,Cloud Service,True,Manual Input,False,Manual Input,False,False
677,Cloud Service,True,Cloud Service,True,Manual Input,False,False
678,Cloud Service,True,Manual Input,False,Manual Input,False,False
679,Cloud Service,True,Manual Input,False,Manual Input,False,False
680,Cloud Service,True,Manual Input,False,Manual Input,False,False
681,Cloud Service,True,Manual Input,False,Manual Input,False,False
682,Cloud Service,True,Manual Input,False,Manual Input,False,False
683,Cloud Service,True,Cloud Service,True,Manual Input,False,False
684,Cloud Service,True,Manual Input,False,Manual Input,False,False
685,Cloud Service,True,Cloud Service,True,Manual Input,False,False
686,Cloud Service,True,Manual Input,False,Manual Input,False,False
687,Cloud Service,True,Cloud Service,True,Manual Input,False,False
688,Cloud Service,True,Manual Input,False,Manual Input,False,False
689,Cloud Service,True,Cloud Service,True,Manual Input,False,False
690,Cloud Service,True,Manual Input,False,Manual Input,False,False
691,Cloud Service,True,Manual Input,False,Manual Input,False,False
692,Cloud Service,True,Cloud Service,True,Manual Input,False,False
693,Cloud Service,True,Cloud Service,True,Manual Input,False,False
694,Cloud Service,True,Manual Input,False,Manual Input,False,False
695,Cloud Service,True,Manual Input,False,Manual Input,False,False
696,Cloud Service,True,Manual Input,False,Manual Input,False,False
697,Cloud Service,True,Cloud Service,True,Manual Input,False,False
698,Cloud Service,True,Cloud Service,True,Manual Input,False,False
699,Cloud Service,True,Manual Input,False,Manual Input,False,False
700,Cloud Service,True,Manual Input,False,Manual Input,False,True
701,Cloud Service,True,Manual Input,False,Manual Input,False,False
702,Cloud Service,True,Cloud Service,False,Manual Input,False,False
703,Cloud Service,True,Manual Input,False,Manual Input,False,False
704,Cloud Service,True,Cloud Service,True,Manual Input,False,False
705,Cloud Service,True,Cloud Service,True,Manual Input,False,False
706,Cloud Service,True,Manual Input,False,Manual Input,False,False
707,Cloud Service,True,Cloud Service,True,Manual Input,False,False
708,Cloud Service,True,Manual Input,False,Manual Input,False,False
709,Cloud Service,True,Cloud Service,True,Manual Input,False,False
710,Cloud Service,True,Manual Input,False,Manual Input,False,False
711,Cloud Service,True,Cloud Service,True,Manual Input,False,False
712,Cloud Service,True,Cloud Service,True,Manual Input,False,False
713,Cloud Service,True,Manual Input,False,Manual Input,False,False
714,Cloud Service,True,Cloud Service,True,Manual Input,False,False
715,Cloud Service,True,Manual Input,False,Manual Input,False,False
716,Cloud Service,True,Cloud Service,True,Manual Input,False,False
717,Cloud Service,True,Manual Input,False,Manual Input,False,False
718,Cloud Service,True,Manual Input,False,Manual Input,False,False
719,Cloud Service,True,Cloud Service,False,Manual Input,False,False
720,Cloud Service,True,Manual Input,False,Manual Input,False,False
721,Cloud Service,True,Cloud Service,True,Manual Input,False,False
722,Cloud Service,True,Manual Input,False,Manual Input,False,False
723,Cloud Service,True,Manual Input,False,Manual Input,False,False
724,Cloud Service,True,Manual Input,False,Manual Input,False,False
725,Cloud Service,True,Manual Input,False,Manual Input,False,True
726,Cloud Service,True,Manual Input,False,Manual Input,False,False
727,Cloud Service,True,Cloud Service,True,Manual Input,False,False
728,Cloud Service,True,Cloud Service,True,Manual Input,False,False
729,Cloud Service,True,Cloud Service,True,Manual Input,False,False
730,Cloud Service,True,Cloud Service,True,Manual Input,False,False
731,Cloud Service,True,Cloud Service,True,Manual Input,False,False
732,Cloud Service,True,Manual Input,False,Manual Input,False,False
733,Cloud Service,True,Cloud Service,False,Manual Input,False,False
734,Cloud Service,True,Manual Input,False,Manual Input,False,False
735,Cloud Service,True,Manual Input,False,Manual Input,False,False
736,Cloud Service,True,Cloud Service,False,Manual Input,False,False
737,Cloud Service,True,Cloud Service,True,Manual Input,False,False
738,Cloud Service,True,Manual Input,False,Manual Input,False,False
739,Cloud Service,True,Cloud Service,True,Manual Input,False,False
740,Cloud Service,True,Cloud Service,True,Manual Input,False,False
741,Cloud Service,True,Cloud Service,True,Manual Input,False,False
742,Cloud Service,True,Manual Input,False,Manual Input,False,False
743,Cloud Service,True,Manual Input,False,Manual Input,False,False
744,Cloud Service,True,Cloud Service,True,Manual Input,False,False
745,Cloud Service,True,Manual Input,False,Manual Input,False,False
746,Cloud Service,True,Manual Input,False,Manual Input,False,False
747,Cloud Service,True,Cloud Service,True,Manual Input,False,False
748,Cloud Service,True,Cloud Service,True,Manual Input,False,False
749,Cloud Service,True,Cloud Service,False,Manual Input,False,False
750,Cloud Service,True,Manual Input,False,Manual Input,False,True
751,Cloud Service,True,Manual Input,False,Manual Input,False,False
752,Cloud Service,True,Cloud Service,True,Manual Input,False,False
753,Cloud Service,True,Manual Input,False,Manual Input,False,False
754,Cloud Service,True,Cloud Service,True,Manual Input,False,False
755,Cloud Service,True,Cloud Service,True,Manual Input,False,False
756,Cloud Service,True,Manual Input,False,Manual Input,False,False
757,Cloud Service,True,Manual Input,False,Manual Input,False,False
758,Cloud Service,True,Manual Input,False,Manual Input,False,False
759,Cloud Service,True,Cloud Service,True,Manual Input,False,False
760,Cloud Service,True,Cloud Service,True,Manual Input,False,False
761,Cloud Service,True,Cloud Service,True,Manual Input,False,False
762,Cloud Service,True,Cloud Service,True,Manual Input,False,False
763,Cloud Service,True,Manual Input,False,Manual Input,False,False
764,Cloud Service,True,Manual Input,False,Manual Input,False,False
765,Cloud Service,True,Cloud Service,True,Manual Input,False,False
766,Cloud Service,True,Manual Input,False,Manual Input,False,False
767,Cloud Service,True,Manual Input,False,Manual Input,False,False
768,Cloud Service,True,Cloud Service,True,Manual Input,False,False
769,Cloud Service,True,Cloud Service,True,Manual Input,False,False
770,Cloud Service,True,Manual Input,False,Manual Input,False,False
771,Cloud Service,True,Cloud Service,True,Manual Input,False,False
772,Cloud Service,True,Cloud Service,True,Manual Input,False,False
773,Cloud Service,True,Cloud Service,False,Manual Input,False,False
774,Cloud Service,True,Cloud Service,True,Manual Input,False,False
775,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
776,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
777,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
778,Cloud Service,True,Manual Input,False,Cloud Service,True,False
779,Cloud Service,True,Manual Input,False,Cloud Service,True,False
780,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
781,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
782,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
783,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
784,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
785,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
786,Cloud Service,True,Manual Input,False,Cloud Service,True,False
787,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
788,Cloud Service,True,Manual Input,False,Cloud Service,True,False
789,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
790,Cloud Service,True,Manual Input,False,Cloud Service,True,False
791,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
792,Cloud Service,True,Manual Input,False,Cloud Service,True,False
793,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
794,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
795,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
796,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
797,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
798,Cloud Service,True,Manual Input,False,Cloud Service,True,False
799,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
800,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
801,Cloud Service,True,Manual Input,False,Cloud Service,True,False
802,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
803,Cloud Service,True,Manual Input,False,Cloud Service,True,False
804,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
805,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
806,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
807,Cloud Service,True,Manual Input,False,Cloud Service,True,False
808,Cloud Service,True,Manual Input,False,Cloud Service,True,False
809,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
810,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
811,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
812,Cloud Service,True,Manual Input,False,Cloud Service,True,False
813,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
814,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
815,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
816,Cloud Service,True,Manual Input,False,Cloud Service,True,False
817,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
818,Cloud Service,True,Manual Input,False,Cloud Service,True,False
819,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
820,Cloud Service,True,Manual Input,False,Cloud Service,True,False
821,Cloud Service,True,Manual Input,False,Cloud Service,True,False
822,Cloud Service,True,Manual Input,False,Cloud Service,True,False
823,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
824,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
825,Cloud Service,True,Manual Input,False,Manual Input,False,True
826,Cloud Service,True,Cloud Service,True,Manual Input,False,False
827,Cloud Service,True,Cloud Service,True,Manual Input,False,False
828,Cloud Service,True,Cloud Service,True,Manual Input,False,False
829,Cloud Service,True,Manual Input,False,Manual Input,False,False
830,Cloud Service,True,Manual Input,False,Manual Input,False,False
831,Cloud Service,True,Cloud Service,True,Manual Input,False,False
832,Cloud Service,True,Manual Input,False,Manual Input,False,False
833,Cloud Service,True,Manual Input,False,Manual Input,False,False
834,Cloud Service,True,Cloud Service,True,Manual Input,False,False
835,Cloud Service,True,Manual Input,False,Manual Input,False,False
836,Cloud Service,True,Cloud Service,True,Manual Input,False,False
837,Cloud Service,True,Cloud Service,True,Manual Input,False,False
838,Cloud Service,True,Manual Input,False,Manual Input,False,False
839,Cloud Service,True,Cloud Service,True,Manual Input,False,False
840,Cloud Service,True,Manual Input,False,Manual Input,False,False
841,Cloud Service,True,Manual Input,False,Manual Input,False,False
842,Cloud Service,True,Cloud Service,True,Manual Input,False,False
843,Cloud Service,True,Cloud Service,True,Manual Input,False,False
844,Cloud Service,True,Manual Input,False,Manual Input,False,False
845,Cloud Service,True,Cloud Service,True,Manual Input,False,False
846,Cloud Service,True,Manual Input,False,Manual Input,False,False
847,Cloud Service,True,Cloud Service,True,Manual Input,False,False
848,Cloud Service,True,Manual Input,False,Manual Input,False,False
849,Cloud Service,True,Manual Input,False,Manual Input,False,False
850,Cloud Service,True,Manual Input,False,Manual Input,False,True
851,Cloud Service,True,Cloud Service,True,Manual Input,False,False
852,Cloud Service,True,Cloud Service,True,Manual Input,False,False
853,Cloud Service,True,Manual Input,False,Manual Input,False,False
854,Cloud Service,True,Manual Input,False,Manual Input,False,False
855,Cloud Service,True,Cloud Service,True,Manual Input,False,False
856,Cloud Service,True,Manual Input,False,Manual Input,False,False
857,Cloud Service,True,Cloud Service,True,Manual Input,False,False
858,Cloud Service,True,Cloud Service,True,Manual Input,False,False
859,Cloud Service,True,Cloud Service,True,Manual Input,False,False
860,Cloud Service,True,Cloud Service,True,Manual Input,False,False
861,Cloud Service,True,Manual Input,False,Manual Input,False,False
862,Cloud Service,True,Cloud Service,True,Manual Input,False,False
863,Cloud Service,True,Manual Input,False,Manual Input,False,False
864,Cloud Service,True,Cloud Service,True,Manual Input,False,False
865,Cloud Service,True,Manual Input,False,Manual Input,False,False
866,Cloud Service,True,Cloud Service,True,Manual Input,False,False
867,Cloud Service,True,Cloud Service,True,Manual Input,False,False
868,Cloud Service,True,Cloud Service,True,Manual Input,False,False
869,Cloud Service,True,Cloud Service,True,Manual Input,False,False
870,Cloud Service,True,Manual Input,False,Manual Input,False,False
871,Cloud Service,True,Cloud Service,True,Manual Input,False,False
872,Cloud Service,True,Cloud Service,True,Manual Input,False,False
873,Cloud Service,True,Manual Input,False,Manual Input,False,False
874,Cloud Service,True,Manual Input,False,Manual Input,False,False
875,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
876,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
877,Cloud Service,True,Manual Input,False,Cloud Service,True,False
878,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
879,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
880,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
881,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
882,Cloud Service,True,Manual Input,False,Cloud Service,True,False
883,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
884,Cloud Service,True,Manual Input,False,Cloud Service,True,False
885,Cloud Service,True,Manual Input,False,Cloud Service,True,False
886,Cloud Service,True,Manual Input,False,Cloud Service,True,False
887,Cloud Service,True,Manual Input,False,Cloud Service,True,False
888,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
889,Cloud Service,True,Manual Input,False,Cloud Service,True,False
890,Cloud Service,True,Manual Input,False,Cloud Service,True,False
891,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
892,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
893,Cloud Service,True,Manual Input,False,Cloud Service,True,False
894,Cloud Service,True,Manual Input,False,Cloud Service,True,False
895,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
896,Cloud Service,True,Manual Input,False,Cloud Service,True,False
897,Cloud Service,True,Manual Input,False,Cloud Service,True,False
898,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
899,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
900,Cloud Service,True,Manual Input,False,Manual Input,False,True
901,Cloud Service,True,Cloud Service,True,Manual Input,False,False
902,Cloud Service,True,Cloud Service,True,Manual Input,False,False
903,Cloud Service,True,Cloud Service,True,Manual Input,False,False
904,Cloud Service,True,Cloud Service,True,Manual Input,False,False
905,Cloud Service,True,Cloud Service,True,Manual Input,False,False
906,Cloud Service,True,Manual Input,False,Manual Input,False,False
907,Cloud Service,True,Cloud Service,True,Manual Input,False,False
908,Cloud Service,True,Manual Input,False,Manual Input,False,False
909,Cloud Service,True,Manual Input,False,Manual Input,False,False
910,Cloud Service,True,Manual Input,False,Manual Input,False,False
911,Cloud Service,True,Cloud Service,True,Manual Input,False,False
912,Cloud Service,True,Manual Input,False,Manual Input,False,False
913,Cloud Service,True,Cloud Service,True,Manual Input,False,False
914,Cloud Service,True,Cloud Service,True,Manual Input,False,False
915,Cloud Service,True,Cloud Service,True,Manual Input,False,False
916,Cloud Service,True,Manual Input,False,Manual Input,False,False
917,Cloud Service,True,Manual Input,False,Manual Input,False,False
918,Cloud Service,True,Manual Input,False,Manual Input,False,False
919,Cloud Service,True,Manual Input,False,Manual Input,False,False
