t,ground_truth_configuration,ground_truth_configuration_feasibility,baseline_configuration,baseline_configuration_feasibility,ares_configuration,ares_configuration_feasibility,ares_reconfiguration
446,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
447,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
448,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
449,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
450,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
451,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
452,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
453,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
454,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
455,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
456,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
457,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
458,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
459,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
460,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
461,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
462,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
463,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
464,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
465,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
466,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
467,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
468,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
469,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
470,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
471,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
472,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
473,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
474,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
475,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
476,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
477,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
478,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
479,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
480,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
481,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
482,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
483,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
484,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
485,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
486,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
487,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
488,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
489,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
490,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
491,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
492,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
493,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
494,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
495,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
496,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
497,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
498,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
499,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
500,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
501,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
502,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
503,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
504,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
505,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
506,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
507,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
508,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
509,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
510,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
511,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
512,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
513,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
514,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
515,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
516,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
517,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
518,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
519,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
520,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
521,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
522,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
523,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
524,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
525,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
526,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
527,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
528,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
529,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
530,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
531,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
532,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
533,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
534,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
535,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
536,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
537,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
538,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
539,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
540,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
541,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
542,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
543,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
544,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
545,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
546,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
547,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
548,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
549,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
550,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
551,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
552,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
553,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
554,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
555,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
556,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
557,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
558,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
559,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
560,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
561,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
562,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
563,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
564,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
565,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
566,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
567,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
568,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
569,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
570,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
571,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
572,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
573,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
574,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
575,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
576,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
577,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
578,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
579,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
580,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
581,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
582,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
583,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
584,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
585,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
586,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
587,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
588,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
589,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
590,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
591,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
592,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
593,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
594,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
595,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
596,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
597,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
598,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
599,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
600,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
601,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
602,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
603,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
604,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
605,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
606,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
607,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
608,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
609,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
610,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
611,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
612,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
613,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
614,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
615,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
616,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
617,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
618,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
619,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
620,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
621,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
622,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
623,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
624,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
625,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
626,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
627,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
628,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
629,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
630,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
631,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
632,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
633,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
634,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
635,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
636,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
637,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
638,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
639,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
640,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
641,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
642,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
643,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
644,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
645,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
646,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
647,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
648,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
649,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
650,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
651,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
652,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
653,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
654,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
655,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
656,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
657,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
658,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
659,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
660,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
661,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
662,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
663,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
664,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
665,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
666,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
667,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
668,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
669,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
670,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
671,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
672,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
673,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
674,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
675,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
676,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
677,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
678,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
679,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
680,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
681,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
682,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
683,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
684,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
685,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
686,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
687,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
688,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
689,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
690,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
691,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
692,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
693,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
694,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
695,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
696,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
697,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
698,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
699,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
700,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
701,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
702,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
703,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
704,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
705,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
706,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
707,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
708,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
709,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
710,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
711,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
712,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
713,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
714,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
715,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
716,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
717,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
718,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
719,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
720,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
721,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
722,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
723,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
724,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
725,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
726,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
727,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
728,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
729,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
730,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
731,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
732,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
733,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
734,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
735,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
736,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
737,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
738,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
739,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
740,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
741,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
742,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
743,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
744,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
745,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
746,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
747,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
748,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
749,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
750,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
751,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
752,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
753,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
754,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
755,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
756,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
757,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
758,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
759,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
760,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
761,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
762,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
763,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
764,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
765,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
766,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
767,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
768,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
769,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
770,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
771,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
772,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
773,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
774,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
775,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
776,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
777,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
778,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
779,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
780,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
781,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
782,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
783,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
784,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
785,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
786,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
787,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
788,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
789,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
790,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
791,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
792,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
793,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
794,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
795,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
796,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
797,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
798,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
799,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
800,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
801,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
802,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
803,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
804,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
805,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
806,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
807,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
808,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
809,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
810,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
811,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
812,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
813,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
814,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
815,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
816,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
817,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
818,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
819,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
820,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
821,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
822,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
823,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
824,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
825,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
826,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
827,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
828,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
829,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
830,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
831,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
832,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
833,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
834,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
835,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
836,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
837,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
838,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
839,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
840,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
841,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
842,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
843,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
844,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
845,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
846,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
847,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
848,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
849,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
850,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
851,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
852,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
853,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
854,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
855,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
856,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
857,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
858,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
859,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
860,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
861,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
862,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
863,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
864,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
865,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
866,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
867,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
868,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
869,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
870,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
871,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
872,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
873,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
874,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
875,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
876,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
877,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
878,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
879,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
880,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
881,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
882,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
883,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
884,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
885,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
886,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
887,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
888,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
889,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
890,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
891,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
892,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
893,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
894,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
